STATEFIP,YEAR,industry,emp_weighted,n_obs,total_emp,emp_share
36,1979,Manufacturing - Durable goods,10995955.03,5999,89124906.26,0.12337690429566348
36,1979,Manufacturing - Nondurable goods,8406524.25,4732,89124906.26,0.09432295194203102
36,1979,Mining and logging,114685.08,59,89124906.26,0.0012867904698315696
36,1979,Other services,3676219.97,2035,89124906.26,0.04124795328564534
36,1979,Professional and business services,8098080.81,4530,89124906.26,0.09086215234129773
36,1979,Retail trade,13723947.48,7661,89124906.26,0.15398554742895051
36,1979,Transportation and warehousing,4960749.26,2765,89124906.26,0.05566063930017759
36,1979,Utilities,1197677.56,671,89124906.26,0.013438191525341639
36,1979,Wholesale trade,3597177.61,2017,89124906.26,0.040361081553411324
36,1980,Construction,3767155.49,2045,89844273.62,0.04192983412535936
36,1980,Education and health services,16825227.91,9332,89844273.62,0.18727101051718648
36,1980,Financial activities,7261057.7,4089,89844273.62,0.08081825816424247
36,1980,Government,4238465.05,2320,89844273.62,0.04717568387192666
36,1980,Information,1522368.84,862,89844273.62,0.016944528333980646
36,1980,Leisure and hospitality,1227221.53,699,89844273.62,0.013659429594707206
36,1980,Manufacturing - Durable goods,11064209.1,5976,89844273.62,0.12314874008327475
36,1980,Manufacturing - Nondurable goods,8440802.45,4737,89844273.62,0.09394925363524798
36,1980,Mining and logging,112338.56,54,89844273.62,0.0012503697283495273
36,1980,Other services,3756240.17,2074,89844273.62,0.041808342576035176
36,1980,Professional and business services,8199074.81,4570,89844273.62,0.09125873558373146
36,1980,Retail trade,13738423.68,7603,89844273.62,0.15291373758674057
36,1980,Transportation and warehousing,4873466.23,2700,89844273.62,0.05424348190083347
36,1980,Utilities,1225840.62,668,89844273.62,0.013644059555589961
36,1980,Wholesale trade,3592381.48,1988,89844273.62,0.03998453474279422
36,1981,Construction,3863098.14,2037,89637575.69,0.043096861001239335
36,1981,Education and health services,17121285.58,9290,89637575.69,0.19100567421872003
36,1981,Financial activities,7584692.44,4158,89637575.69,0.08461510010300459
36,1981,Government,3981306.74,2149,89637575.69,0.04441560037019337
36,1981,Information,1369699.67,763,89637575.69,0.015280418501465609
36,1981,Leisure and hospitality,1341516.6,722,89637575.69,0.014966007164667889
36,1981,Manufacturing - Durable goods,10944229.01,5767,89637575.69,0.12209421022104842
36,1981,Manufacturing - Nondurable goods,7735899.87,4254,89637575.69,0.08630197559953666
36,1981,Mining and logging,172738.55,86,89637575.69,0.0019270774412439935
36,1981,Other services,3719654.13,2004,89637575.69,0.041496594495861246
36,1981,Professional and business services,8439946.34,4667,89637575.69,0.09415634319683597
36,1981,Retail trade,13839436.69,7504,89637575.69,0.15439325063700862
36,1981,Transportation and warehousing,4818658.78,2630,89637575.69,0.05375712967366175
36,1981,Utilities,1206207.05,640,89637575.69,0.013456488985952851
36,1981,Wholesale trade,3499206.1,1903,89637575.69,0.039037268389559676
36,1982,Construction,3915863.61,2011,86863924.01,0.04508043649454744
36,1982,Education and health services,16788189.69,9012,86863924.01,0.19326998959967892
36,1982,Financial activities,7211324.41,3960,86863924.01,0.08301863509147725
36,1982,Government,3986931.0,2136,86863924.01,0.04589858270207795
36,1982,Information,1447325.19,786,86863924.01,0.016661982595137886
36,1982,Leisure and hospitality,1209320.91,656,86863924.01,0.013922015655898526
36,1982,Manufacturing - Durable goods,9934456.36,5214,86863924.01,0.11436803567446847
36,1982,Manufacturing - Nondurable goods,7271776.76,3976,86863924.01,0.08371457820812762
36,1982,Mining and logging,135984.19,59,86863924.01,0.0015654852293380754
36,1982,Other services,3603968.94,1925,86863924.01,0.04148982424032676
36,1982,Professional and business services,8772870.67,4768,86863924.01,0.10099556023960009
36,1982,Retail trade,13465873.25,7229,86863924.01,0.15502262191666327
36,1982,Transportation and warehousing,4656422.91,2556,86863924.01,0.053605947038081546
36,1982,Utilities,1115926.55,566,86863924.01,0.012846835584719055
36,1982,Wholesale trade,3347689.57,1816,86863924.01,0.03853946972985707
36,1983,Construction,4086080.34,2082,88020790.87,0.046421763535785865
36,1983,Education and health services,16599461.13,8681,88020790.87,0.18858568488115654
36,1983,Financial activities,7556430.75,4044,88020790.87,0.08584824875250521
36,1983,Government,4220014.71,2219,88020790.87,0.04794338551482274
36,1983,Information,1484925.71,795,88020790.87,0.01687017005099536
36,1983,Leisure and hospitality,1291085.09,674,88020790.87,0.014667956027648449
36,1983,Manufacturing - Durable goods,9497277.57,4828,88020790.87,0.10789811675319703
36,1983,Manufacturing - Nondurable goods,7265393.13,3847,88020790.87,0.08254178425561333
36,1983,Mining and logging,127649.76,55,88020790.87,0.0014502228250656024
36,1983,Other services,3574860.21,1846,88020790.87,0.040613816061705194
36,1983,Professional and business services,9387513.23,4965,88020790.87,0.10665108933029972
36,1983,Retail trade,13636751.76,7034,88020790.87,0.15492648526801403
36,1983,Transportation and warehousing,4717003.38,2504,88020790.87,0.05358965005173214
36,1983,Utilities,1164263.67,598,88020790.87,0.013227143933750022
36,1983,Wholesale trade,3412080.43,1788,88020790.87,0.03876448275770872
36,1984,Construction,4280864.42,2262,90195713.66,0.047461949645823114
36,1984,Education and health services,17045103.99,9115,90195713.66,0.1889790911157141
36,1984,Financial activities,7895209.53,4281,90195713.66,0.08753419879531779
36,1984,Government,4342804.19,2321,90195713.66,0.04814867596004119
36,1984,Information,1601217.85,831,90195713.66,0.017752704480347256
36,1984,Leisure and hospitality,1404820.3,754,90195713.66,0.015575244576428357
36,1984,Manufacturing - Durable goods,9379657.6,4902,90195713.66,0.10399227656601703
36,1984,Manufacturing - Nondurable goods,7244314.88,3901,90195713.66,0.08031772892565636
36,1984,Mining and logging,102756.56,56,90195713.66,0.0011392621204522992
36,1984,Other services,3510878.97,1877,90195713.66,0.038925119914617466
36,1984,Professional and business services,9850537.45,5321,90195713.66,0.10921292210328745
36,1984,Retail trade,14249452.66,7570,90195713.66,0.15798370101837056
36,1984,Transportation and warehousing,4869992.74,2603,90195713.66,0.05399361613078233
36,1984,Utilities,1065072.58,550,90195713.66,0.011808461142786417
36,1984,Wholesale trade,3353029.94,1818,90195713.66,0.037175047504358315
36,1985,Construction,4711142.85,2747,93312648.59,0.05048771973775993
36,1985,Education and health services,18031190.04,10543,93312648.59,0.19323414684354315
36,1985,Financial activities,8347848.14,4841,93312648.59,0.08946105663208674
36,1985,Government,4598246.19,2687,93312648.59,0.04927784453106584
36,1985,Information,1704453.2,967,93312648.59,0.01826604673380432
36,1985,Leisure and hospitality,1422799.79,834,93312648.59,0.015247662685597338
36,1985,Manufacturing - Durable goods,9195851.21,5369,93312648.59,0.09854881786074915
36,1985,Manufacturing - Nondurable goods,7116563.57,4109,93312648.59,0.0762657975905172
36,1985,Mining and logging,80792.93,48,93312648.59,0.0008658304230007495
36,1985,Other services,3568765.81,2076,93312648.59,0.03824525253463283
36,1985,Professional and business services,11055804.03,6406,93312648.59,0.11848130127114205
36,1985,Retail trade,14188713.51,8269,93312648.59,0.15205562937499295
36,1985,Transportation and warehousing,4792818.81,2760,93312648.59,0.05136301329371579
36,1985,Utilities,1037837.46,604,93312648.59,0.011122151987776944
36,1985,Wholesale trade,3459821.05,2027,93312648.59,0.03707772849961497
36,1986,Construction,5426201.43,3113,94245095.44999999,0.057575425056243607
36,1986,Education and health services,17499941.49,10257,94245095.44999999,0.18568543441376503
36,1986,Financial activities,8798664.2,5059,94245095.44999999,0.09335938552545654
36,1986,Government,4714741.32,2764,94245095.44999999,0.05002638383979695
36,1986,Information,1536919.56,894,94245095.44999999,0.016307687446880294
36,1986,Leisure and hospitality,1443277.18,836,94245095.44999999,0.015314082638557084
36,1986,Manufacturing - Durable goods,8951766.79,5225,94245095.44999999,0.0949839007245655
36,1986,Manufacturing - Nondurable goods,7319981.33,4213,94245095.44999999,0.07766962614923004
36,1986,Mining and logging,68364.01,41,94245095.44999999,0.0007253853335664483
36,1986,Other services,3589725.78,2095,94245095.44999999,0.03808925825646241
36,1986,Professional and business services,11317822.94,6508,94245095.44999999,0.12008925118023211
36,1986,Retail trade,14125937.62,8201,94245095.44999999,0.14988512189999592
36,1986,Transportation and warehousing,5062329.94,2881,94245095.44999999,0.05371451867949698
36,1986,Utilities,1176241.82,687,94245095.44999999,0.012480668775215297
36,1986,Wholesale trade,3213180.04,1873,94245095.44999999,0.034093870080535854
36,1987,Construction,5628236.61,3157,96434443.35,0.058363344200296055
36,1987,Education and health services,18322822.96,10424,96434443.35,0.19000289028992462
36,1987,Financial activities,9454677.43,5283,96434443.35,0.09804253647926511
36,1987,Government,4607061.19,2633,96434443.35,0.04777402170798138
36,1987,Information,1472937.89,842,96434443.35,0.015273981358031036
36,1987,Leisure and hospitality,1413003.72,795,96434443.35,0.014652479663014513
36,1987,Manufacturing - Durable goods,8839696.15,5012,96434443.35,0.09166534116775198
36,1987,Manufacturing - Nondurable goods,6782605.88,3800,96434443.35,0.0703338521422595
36,1987,Mining and logging,129478.29,72,96434443.35,0.0013426560625239509
36,1987,Other services,3616325.18,2063,96434443.35,0.037500347950108225
36,1987,Professional and business services,11913888.67,6662,96434443.35,0.1235439149761007
36,1987,Retail trade,14736923.01,8333,96434443.35,0.1528180440313601
36,1987,Transportation and warehousing,5121944.32,2821,96434443.35,0.053113225338071085
36,1987,Utilities,1030501.01,592,96434443.35,0.010686026425847567
36,1987,Wholesale trade,3364341.04,1904,96434443.35,0.03488733820746424
36,1988,Construction,6172432.84,2516,97375043.0,0.06338824250891473
36,1988,Education and health services,18700376.94,7913,97375043.0,0.1920448645142062
36,1988,Financial activities,9438288.01,3769,97375043.0,0.09692717681264593
36,1988,Government,4815708.66,1991,97375043.0,0.04945526606853463
36,1988,Information,1376169.31,546,97375043.0,0.01413266959995078
36,1988,Leisure and hospitality,1442542.91,587,97375043.0,0.014814298053763117
36,1988,Manufacturing - Durable goods,8661446.57,3735,97375043.0,0.08894934783238043
36,1988,Manufacturing - Nondurable goods,6779139.02,2788,97375043.0,0.0696188552132398
36,1988,Mining and logging,73145.73,31,97375043.0,0.0007511753293911254
36,1988,Other services,3618007.28,1514,97375043.0,0.037155385697750086
36,1988,Professional and business services,12124777.94,4924,97375043.0,0.12451627815969231
36,1988,Retail trade,14736850.54,6162,97375043.0,0.15134114538978943
36,1988,Transportation and warehousing,4887544.77,1919,97375043.0,0.05019299216124608
36,1988,Utilities,1080659.86,443,97375043.0,0.011097914072294686
36,1988,Wholesale trade,3467952.62,1419,97375043.0,0.035614388586200675
36,1989,Construction,6100309.2,2815,98290666.61,0.06206397219997448
36,1989,Education and health services,19160912.22,9028,98290666.61,0.19494131926103536
36,1989,Financial activities,9092656.91,4180,98290666.61,0.09250783643657699
36,1989,Government,5173578.19,2390,98290666.61,0.052635498043042524
36,1989,Information,1392957.1,668,98290666.61,0.014171814558212406
36,1989,Leisure and hospitality,1287746.21,610,98290666.61,0.01310140885613839
36,1989,Manufacturing - Durable goods,8396956.86,4023,98290666.61,0.08542984954326988
36,1989,Manufacturing - Nondurable goods,7179888.51,3328,98290666.61,0.07304751058906263
36,1989,Mining and logging,80624.09,40,98290666.61,0.0008202619107254826
36,1989,Other services,3654989.68,1706,98290666.61,0.03718552133237994
36,1989,Professional and business services,12552072.09,5791,98290666.61,0.12770360119546656
36,1989,Retail trade,14899692.32,6935,98290666.61,0.1515880686730852
36,1989,Transportation and warehousing,4879612.03,2193,98290666.61,0.0496447139722985
36,1989,Utilities,1146766.34,523,98290666.61,0.01166709291483561
36,1989,Wholesale trade,3291904.86,1532,98290666.61,0.03349153051389606
36,1990,Construction,5957017.77,3373,99703726.75999999,0.0597471926434538
36,1990,Education and health services,19604778.93,11490,99703726.75999999,0.1966303524159261
36,1990,Financial activities,9599695.24,5508,99703726.75999999,0.09628221082555652
36,1990,Government,5347069.96,3098,99703726.75999999,0.053629589723071254
36,1990,Information,1343883.9,773,99703726.75999999,0.013478772997471855
36,1990,Leisure and hospitality,1549279.84,883,99703726.75999999,0.015538835812319442
36,1990,Manufacturing - Durable goods,8329353.43,4807,99703726.75999999,0.08354104405796035
36,1990,Manufacturing - Nondurable goods,6842299.3,3940,99703726.75999999,0.06862631440518083
36,1990,Mining and logging,104500.38,59,99703726.75999999,0.0010481090666906183
36,1990,Other services,3504360.13,2000,99703726.75999999,0.03514773463218137
36,1990,Professional and business services,12202318.87,7028,99703726.75999999,0.12238578503060962
36,1990,Retail trade,15278991.32,8660,99703726.75999999,0.15324393396827127
36,1990,Transportation and warehousing,5285328.35,2975,99703726.75999999,0.05301033894873841
36,1990,Utilities,1282056.5,746,99703726.75999999,0.012858661773858053
36,1990,Wholesale trade,3472792.84,2000,99703726.75999999,0.03483112369871058
36,1991,Construction,5518004.75,3041,96317731.71,0.05728960443767494
36,1991,Education and health services,20049499.34,11583,96317731.71,0.20816000318992564
36,1991,Financial activities,8879863.77,5044,96317731.71,0.09219344779355997
36,1991,Government,5143292.1,2922,96317731.71,0.05339922368070061
36,1991,Information,1468748.5,843,96317731.71,0.015248993865659215
36,1991,Leisure and hospitality,1450004.16,820,96317731.71,0.015054384423895815
36,1991,Manufacturing - Durable goods,7757415.04,4458,96317731.71,0.0805398435187049
36,1991,Manufacturing - Nondurable goods,6202561.51,3514,96317731.71,0.06439688102991353
36,1991,Mining and logging,81079.22,39,96317731.71,0.0008417891343633264
36,1991,Other services,3466035.52,1948,96317731.71,0.035985435479686925
36,1991,Professional and business services,11974265.36,6779,96317731.71,0.12432046672416389
36,1991,Retail trade,14546490.62,8120,96317731.71,0.1510260920989872
36,1991,Transportation and warehousing,5126254.15,2861,96317731.71,0.05322233049916994
36,1991,Utilities,1294463.81,736,96317731.71,0.01343951717942715
36,1991,Wholesale trade,3359753.86,1909,96317731.71,0.034881986944167005
