STATEFIP,YEAR,mean_routine,mean_abstract,mean_manual,total_emp
48,2012,2.2615732857467603,3.725702473198493,2.197927784532456,48565686.1276
48,2013,2.253162855637098,3.7339093891645705,2.1876262649729186,48974948.9895
48,2014,2.2635914596975564,3.7317505803457833,2.2068148259504357,51103938.27330001
48,2015,2.2683377087748093,3.728614576288555,2.2101846614237974,54091358.9858
48,2016,2.259650552983239,3.729652214308357,2.196004547969657,54918522.18
48,2017,2.260724747515201,3.7376785731513764,2.2034554271811286,57188538.6838
48,2018,2.2636883221823787,3.7405926867303942,2.203256357357185,58891205.144
48,2019,2.265772114132847,3.7422711570142617,2.198667956115406,60883903.6602
48,2020,2.268942144228187,3.7400678370292373,2.2009474121626837,63231832.0213
48,2021,2.2644110244953075,3.7389570606126754,2.197444362628096,63646760.335499994
48,2022,2.2656692446756224,3.727870444503579,2.21276925600042,67496699.0771
48,2023,2.2659920836856324,3.7274969169427004,2.2112441517482586,69912258.9051
48,2024,2.2646601315636463,3.737923812193847,2.2069440983465354,71328933.9872
48,2025,2.265035597406682,3.734691971182038,2.202223842696978,67803108.1706
48,2026,2.2794899540343643,3.734241800552972,2.224345941493608,12232568.3473
49,1977,2.2342714015059255,3.7307028267176,2.289005654676118,905099.1
49,1978,2.264665744198858,3.733347246342813,2.345119121517166,1919306.3599999999
49,1979,2.238365894060107,3.755180654877611,2.291162171543463,2058811.6400000001
49,1980,2.2424763382051447,3.7511532785897734,2.285379434869331,2214245.15
49,1981,2.2519406152989356,3.7534887066892892,2.282429629325849,2306736.48
49,1982,2.2494435383075047,3.7500627309536463,2.284162686092189,2334326.43
49,1983,2.2303463193252044,3.740060861084144,2.2702767004279645,2026731.8299999998
49,1984,2.243863598057875,3.7433962550664246,2.2957687643513065,2358959.67
49,1985,2.25321953090192,3.737175129445534,2.2975783483139707,2631965.42
49,1986,2.2514652554251224,3.7419169743525242,2.262792559967486,2572652.61
49,1987,2.2257610317280974,3.748891010999995,2.246967833757722,2689356.4499999997
49,1988,2.2256632673683887,3.7455641171294234,2.2566539574149256,2839957.42
49,1989,2.259435374308962,3.7284543978057294,2.2800799196969406,2949517.77
49,1990,2.247247915000553,3.740526422853808,2.2654403823889915,2801495.9899999998
49,1991,2.2456878935688387,3.7401165687108167,2.267214792679213,3083496.3
49,1992,2.277010972064196,3.719129984898091,2.2819611163209585,3106376.56
49,1993,2.2706590293599236,3.7287450864862772,2.2746540587579216,3413078.1899999995
49,1994,2.2762216453562045,3.7132620957168836,2.2904427611700617,3857386.3616999993
49,1995,2.278312450401034,3.702168015908579,2.2986489056617256,3758437.3345000003
49,1996,2.256520423782218,3.732054394555898,2.2396651872271973,3986691.0539
49,1997,2.2671840864927315,3.7113728415302067,2.243076423936793,4048548.5531
49,1998,2.2629255714968255,3.7074800310184286,2.2568850560842684,4251551.8167
49,1999,2.252152334213432,3.7193208483071385,2.2389451405050766,4538660.0150999995
49,2000,2.2521446513540173,3.7255262434140097,2.2254220536975873,4771164.3390999995
49,2001,2.257185723532614,3.713961015386204,2.2406989962764716,4688477.339400001
49,2002,2.2750511122525086,3.7141564506992695,2.2457203509983805,4451323.3453
49,2003,2.2695861217614297,3.7269405267808455,2.2126532030588013,4560815.904200001
49,2004,2.2412837897821003,3.73145059026164,2.2035648765168747,4556372.5818
49,2005,2.2634999764551322,3.7115078193081845,2.2208590723218515,4602899.1548999995
49,2006,2.2723977860039573,3.7244137843061202,2.2326867353332798,4936557.0644000005
49,2007,2.274940447473087,3.706767803485717,2.2257825124852575,5090010.1059
49,2008,2.266420102578931,3.736367107637634,2.1937439787591493,5355017.6236000005
49,2009,2.2524419465475005,3.7321474075808303,2.1974159434549465,5537621.9701000005
49,2010,2.2891188262009994,3.714001863364561,2.252710475289056,5318064.136
49,2011,2.2833052310664135,3.7071543455423,2.2449834598511353,5308787.9976
49,2012,2.253077903680161,3.730687150121746,2.2019581975147493,5361850.5252
49,2013,2.259193233398933,3.7347928527028826,2.217246575461555,5896815.7662
49,2014,2.2720927733449345,3.747692879911898,2.213226447328253,5874615.9055
49,2015,2.254143831718102,3.7286928919239353,2.2147801436188255,6337993.398499999
49,2016,2.262135258414984,3.7386099974338403,2.213689333399151,6783267.0034
49,2017,2.254379150513151,3.7430285561570433,2.208976151675259,7155519.4654
49,2018,2.2570722131005225,3.7401962869036804,2.1942666214441724,7021034.745799999
49,2019,2.275229044634796,3.7227442461310547,2.2254366787381272,7565498.4867
49,2020,2.2537357693439475,3.7338830488798296,2.2090753786921637,7488207.271300001
49,2021,2.2279407131865536,3.749666655000741,2.188598361436567,7785485.120599999
49,2022,2.241221710471488,3.7475339508528953,2.2037049070550876,8306450.6537
